artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Santana,Maria Maria (feat. The Product G&B),Spotify,False,261973,71,0.777,-5.931,97.911,0.0406,0.601,0.68,0.0348,0.126,"['blues rock', 'classic rock', 'mexican classic rock']",1990
Bloodhound Gang,The Bad Touch,Spotify,True,260506,70,0.831,-6.254,122.979,0.00397,0.735,0.97,0.123,0.0384,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal']",1990
The Goo Goo Dolls,Slide,Spotify,False,212066,71,0.395,-4.476,112.423,0.00483,0.843,0.481,0.0404,0.0374,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",1990
Céline Dion,The Power of Love,Spotify,False,342400,70,0.546,-9.072,140.054,0.36,0.519,0.247,0.24,0.0291,['canadian pop'],1990
Ronan Keating,When You Say Nothing At All,Spotify,False,256825,70,0.461,-10.665,173.86,0.161,0.448,0.418,0.0811,0.0246,"['europop', 'talent show']",2000
Daft Punk,Around the World,Spotify,False,429533,70,0.956,-5.311,121.294,0.00356,0.795,0.841,0.0906,0.15,"['electro', 'filter house', 'rock']",1990
Tom Petty and the Heartbreakers,Learning To Fly,Spotify,False,242106,70,0.652,-9.938,116.739,0.205,0.766,0.948,0.362,0.0299,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold']",1990
Massive Attack,Teardrop,Spotify,False,330773,70,0.615,-8.8,76.997,0.0173,0.419,0.216,0.135,0.0395,"['downtempo', 'electronica', 'trip hop']",1990
Corona,The Rhythm of the Night,Spotify,False,264280,70,0.69,-11.522,127.808,0.000232,0.805,0.799,0.095,0.0336,"['diva house', 'eurodance', 'europop', 'hip house']",1990
Tal Bachman,She's so High,Spotify,False,224693,70,0.537,-4.626,124.269,0.2,0.84,0.211,0.0998,0.0363,['pop rock'],1990
Will Smith,Gettin' Jiggy Wit It,Spotify,False,227933,70,0.881,-4.505,107.891,0.0175,0.874,0.858,0.154,0.139,"['hip hop', 'pop rap']",1990
The Wallflowers,One Headlight,Spotify,False,312626,69,0.701,-8.968,107.531,0.000655,0.539,0.752,0.0589,0.0277,"['pop rock', 'post-grunge']",1990
Salt-N-Pepa,Shoop,Spotify,False,248573,69,0.939,-7.232,96.918,0.091,0.674,0.792,0.0565,0.212,"['girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop']",1990
Boyz II Men,End Of The Road,Spotify,False,351466,69,0.641,-9.29,149.705,0.0666,0.428,0.53,0.0579,0.024,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",1990
Big Mountain,"Baby, I Love Your Way",Spotify,False,249520,69,0.651,-7.269,147.518,0.0528,0.747,0.776,0.207,0.0699,"['reggae', 'reggae fusion']",1990
Pretenders,I'll Stand by You,Spotify,False,240760,69,0.438,-6.549,133.822,0.3,0.606,0.266,0.0754,0.0305,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave']",1990
Crowded House,Weather With You,Spotify,False,224466,69,0.643,-12.878,93.982,0.25,0.614,0.891,0.214,0.0279,"['australian rock', 'permanent wave']",1990
Toni Braxton,Un-Break My Heart,Spotify,False,270333,69,0.625,-8.4,110.021,0.412,0.426,0.112,0.116,0.0271,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",1990
Shaggy,Boombastic,Spotify,False,249933,69,0.867,-16.183,158.328,0.242,0.538,0.781,0.316,0.361,"['dance pop', 'pop rap', 'reggae fusion']",1990
Culture Beat,Mr. Vain - Original Radio Edit,Spotify,False,257466,69,0.703,-7.666,132.872,0.0726,0.997,0.391,0.123,0.0399,"['eurodance', 'europop', 'german techno', 'hip house']",1990
Various Artists,Pony,Spotify,True,251733,69,0.749,-9.359,142.024,0.00186,0.605,0.966,0.115,0.086,[],1990
Beck,Loser,Spotify,False,235000,69,0.654,-10.45,85.387,0.0337,0.611,0.786,0.405,0.119,"['alternative rock', 'anti-folk', 'permanent wave', 'rock', 'slacker rock']",1990
Simply Red,Stars,Spotify,False,248599,69,0.716,-7.456,103.668,0.154,0.818,0.817,0.236,0.0256,"['british soul', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1990
Liquido,Narcotic - Radio Edit,Spotify,False,236150,69,0.617,-7.015,102.068,0.000876,0.607,0.446,0.0918,0.0231,"['german alternative rock', 'german pop rock']",1990
Soul Asylum,Runaway Train (2022 Remaster),Spotify,False,266560,69,0.605,-5.833,117.293,0.00588,0.764,0.487,0.109,0.0395,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge']",1990
Robert Miles,Children,Spotify,False,243266,68,0.604,-10.761,137.064,0.000298,0.755,0.387,0.0625,0.0337,"['dream trance', 'eurodance', 'trance']",1990
Sisqo,Thong Song,Spotify,True,253733,68,0.707,-6.959,121.543,0.12,0.888,0.714,0.07,0.0654,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",1990
Shania Twain,Man! I Feel Like A Woman!,Spotify,False,234493,68,0.677,-7.527,124.943,0.577,0.639,0.673,0.278,0.0358,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",1990
Lionel Richie,Endless Love,Spotify,False,266800,68,0.49,-11.809,93.352,0.866,0.268,0.181,0.145,0.0257,['soft rock'],1990
Meredith Brooks,Bitch,Spotify,False,252760,68,0.617,-5.953,96.328,0.0113,0.886,0.645,0.0523,0.0551,"['lilith', 'pop rock']",1990
Scatman John,Scatman (ski-ba-bop-ba-dop-bop),Spotify,False,215973,68,0.65,-10.9,135.982,0.0662,0.82,0.757,0.215,0.0356,['eurodance'],1990
Bryan Adams,"Have You Ever Really Loved A Woman? - From ""Don Juan DeMarco"" Soundtrack",Spotify,False,291666,68,0.57,-10.185,145.517,0.536,0.478,0.358,0.0931,0.0322,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold']",1990
Destiny's Child,"Bills, Bills, Bills",Spotify,False,256026,68,0.845,-5.15,127.641,0.139,0.576,0.461,0.0764,0.153,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",1990
K-Ci & JoJo,All My Life,Spotify,False,331240,68,0.634,-8.651,128.019,0.114,0.512,0.193,0.0588,0.0285,"['contemporary r&b', 'r&b', 'urban contemporary']",1990
UB40,(I Can't Help) Falling In Love With You,Spotify,False,207440,68,0.642,-13.031,172.406,0.0444,0.722,0.836,0.122,0.0375,"['reggae fusion', 'uk reggae']",1990
A Tribe Called Quest,Can I Kick It?,Spotify,False,251573,68,0.848,-6.547,96.662,0.173,0.666,0.744,0.129,0.274,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap']",1990
All-4-One,I Swear,Spotify,False,259853,68,0.532,-9.658,83.207,0.235,0.407,0.23,0.117,0.0233,"['boy band', 'contemporary r&b', 'r&b']",1990
Sheryl Crow,All I Wanna Do,Spotify,False,272106,68,0.82,-11.18,120.089,0.107,0.528,0.926,0.257,0.032,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",1990
Michael Jackson,You Are Not Alone,Spotify,False,345600,68,0.651,-9.303,119.873,0.639,0.402,0.258,0.0765,0.028,"['r&b', 'soul']",1990
Erykah Badu,On & On,Spotify,True,226133,68,0.761,-10.424,80.476,0.0392,0.403,0.346,0.256,0.158,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",1990
Blur,Girls & Boys,Spotify,False,259385,68,0.693,-8.354,120.048,0.00986,0.875,0.899,0.0601,0.0315,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",2000
Donna Lewis,I Love You Always Forever,Spotify,False,239960,68,0.744,-11.977,103.773,0.627,0.453,0.122,0.0898,0.0348,['new wave pop'],1990
Chumbawamba,Tubthumping,Spotify,False,278778,67,0.348,-7.366,101.185,0.128,0.88,0.606,0.357,0.0978,['anarcho-punk'],1990
UB40,Kingston Town,Spotify,False,231733,67,0.957,-14.606,102.072,0.119,0.226,0.768,0.0796,0.0594,"['reggae fusion', 'uk reggae']",1980
Shania Twain,You're Still The One,Spotify,False,212200,67,0.585,-8.751,133.828,0.363,0.494,0.634,0.0885,0.0353,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",1990
Michael Jackson,Black or White,Spotify,False,254933,67,0.518,-3.749,115.026,0.174,0.901,0.873,0.0712,0.093,"['r&b', 'soul']",1990
Wet Wet Wet,"Love Is All Around - From ""Four Weddings And A Funeral""",Spotify,False,246240,67,0.523,-6.58,84.09,0.228,0.689,0.547,0.109,0.027,"['boy band', 'new romantic', 'new wave pop', 'soft rock', 'sophisti-pop']",1990
Sixpence None The Richer,There She Goes,Spotify,False,164280,67,0.498,-5.724,120.176,0.000856,0.789,0.455,0.104,0.0319,"['lilith', 'pop rock']",1990
The Killers,Mr. Brightside,Spotify,False,222075,3,0.351,-3.71,148.03,0.00113,0.928,0.239,0.0988,0.0759,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",2000
Amy Winehouse,Back To Black,Spotify,True,241293,81,0.434,-13.964,123.201,0.134,0.422,0.377,0.0861,0.0375,"['british soul', 'neo soul']",2000
Kelly Clarkson,Since U Been Gone,Spotify,False,188960,73,0.662,-5.406,131.0,0.00165,0.741,0.404,0.114,0.0334,"['dance pop', 'pop', 'talent show']",2000
USHER,Yeah!,Spotify,False,250066,0,0.895,-4.693,105.004,0.0219,0.795,0.574,0.0403,0.0977,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b']",2000
Sophie Ellis-Bextor,Murder On The Dancefloor,Spotify,False,230013,4,0.734,-5.285,117.31,0.00312,0.848,0.863,0.313,0.0309,"['dance pop', 'europop', 'new wave pop']",2000
Coldplay,Yellow,Spotify,False,266773,88,0.429,-7.227,173.372,0.00239,0.661,0.285,0.234,0.0281,"['permanent wave', 'pop']",2000
Florence + The Machine,Dog Days Are Over,Spotify,False,252818,77,0.501,-5.264,149.964,0.0338,0.809,0.258,0.119,0.0938,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",2000
Beyoncé,Crazy In Love (feat. Jay-Z),Spotify,False,236133,77,0.646,-6.596,99.165,0.00249,0.77,0.681,0.0715,0.226,"['pop', 'r&b']",2000
Linkin Park,Numb,Spotify,False,187520,87,0.488,-4.185,110.072,0.00353,0.87,0.211,0.484,0.0421,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000
Timbaland,Apologize,Spotify,False,184400,70,0.653,-6.017,118.016,0.0292,0.603,0.101,0.097,0.0278,"['dance pop', 'pop', 'pop rap']",2000
Eminem,Without Me,Spotify,True,290320,86,0.908,-2.827,112.238,0.00286,0.669,0.662,0.237,0.0738,"['detroit hip hop', 'hip hop', 'rap']",2000
Foster The People,Pumped Up Kicks,Spotify,False,239600,84,0.733,-5.849,127.975,0.145,0.71,0.965,0.0956,0.0292,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",2010
Coldplay,Viva La Vida,Spotify,False,242373,86,0.486,-7.115,138.015,0.0954,0.617,0.417,0.109,0.0287,"['permanent wave', 'pop']",2000
Shakira,Hips Don't Lie (feat. Wyclef Jean),Spotify,False,218093,84,0.778,-5.892,100.024,0.284,0.824,0.758,0.405,0.0707,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2000
Linkin Park,In the End,Spotify,False,216880,87,0.556,-5.87,105.143,0.00958,0.864,0.4,0.209,0.0584,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000
Kanye West,Heartless,Spotify,False,211000,84,0.79,-5.983,87.999,0.0515,0.647,0.654,0.248,0.136,"['chicago rap', 'hip hop', 'rap']",2000
Evanescence,Bring Me To Life,Spotify,False,235893,83,0.331,-3.188,94.612,0.00721,0.943,0.296,0.242,0.0698,['alternative metal'],2000
Nickelback,How You Remind Me,Spotify,False,223840,83,0.446,-5.042,172.094,0.00135,0.764,0.543,0.099,0.033,"['alternative metal', 'canadian rock', 'post-grunge']",2000
Keane,Somewhere Only We Know,Spotify,False,237146,83,0.448,-4.203,172.004,0.06,0.665,0.304,0.0828,0.026,"['neo mellow', 'piano rock', 'pop rock']",2000
Kesha,TiK ToK,Spotify,False,199693,83,0.755,-2.718,120.028,0.0991,0.837,0.714,0.289,0.142,"['dance pop', 'pop']",2010
Eminem,The Real Slim Shady,Spotify,True,284200,85,0.949,-4.244,104.504,0.0302,0.661,0.76,0.0454,0.0572,"['detroit hip hop', 'hip hop', 'rap']",2000
Coldplay,The Scientist,Spotify,False,309600,85,0.557,-7.224,146.277,0.731,0.442,0.213,0.11,0.0243,"['permanent wave', 'pop']",2000
Kings of Leon,Sex on Fire,Spotify,False,203346,83,0.542,-5.653,153.398,0.00172,0.905,0.374,0.136,0.054,"['modern rock', 'rock']",2000
Timbaland,The Way I Are,Spotify,False,179120,82,0.729,-6.492,114.742,0.181,0.807,0.765,0.319,0.0936,"['dance pop', 'pop', 'pop rap']",2000
Red Hot Chili Peppers,Californication,Spotify,False,329733,82,0.592,-2.788,96.483,0.0021,0.767,0.328,0.127,0.027,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1990
Kanye West,Flashing Lights,Spotify,True,237506,83,0.639,-7.578,90.482,0.0381,0.628,0.43,0.386,0.0398,"['chicago rap', 'hip hop', 'rap']",2000
Eminem,Till I Collapse,Spotify,True,297786,82,0.548,-3.237,171.447,0.0622,0.847,0.1,0.0816,0.186,"['detroit hip hop', 'hip hop', 'rap']",2000
Nelly Furtado,Promiscuous,Spotify,False,242293,82,0.808,-6.098,114.328,0.0573,0.97,0.868,0.154,0.0504,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2000
Gorillaz,Feel Good Inc.,Spotify,False,222640,82,0.818,-6.679,138.559,0.00836,0.705,0.772,0.613,0.177,"['alternative hip hop', 'modern rock', 'rock']",2000
Coldplay,Fix You,Spotify,False,295533,82,0.209,-8.74,138.178,0.164,0.417,0.124,0.113,0.0338,"['permanent wave', 'pop']",2000
Red Hot Chili Peppers,Can't Stop,Spotify,False,269000,82,0.618,-3.442,91.455,0.0179,0.938,0.875,0.167,0.0456,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2000
Alicia Keys,If I Ain't Got You,Spotify,False,228706,82,0.609,-9.129,118.402,0.603,0.444,0.166,0.104,0.106,"['neo soul', 'pop', 'r&b']",2000
Lady Gaga,Bad Romance,Spotify,True,294573,82,0.695,-3.752,119.007,0.00314,0.921,0.714,0.0842,0.0363,"['art pop', 'dance pop', 'pop']",2000
Outkast,Hey Ya!,Spotify,True,235213,81,0.727,-2.261,79.526,0.103,0.974,0.965,0.174,0.0664,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap']",2000
Nelly Furtado,Maneater,Spotify,False,258893,81,0.796,-4.81,132.724,0.0258,0.778,0.789,0.121,0.0397,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2000
Kanye West,All Falls Down,Spotify,True,223506,81,0.657,-4.832,91.03,0.149,0.734,0.434,0.139,0.484,"['chicago rap', 'hip hop', 'rap']",2000
Coldplay,Clocks,Spotify,False,307879,82,0.577,-7.215,130.97,0.599,0.749,0.255,0.183,0.0279,"['permanent wave', 'pop']",2000
Rihanna,Umbrella,Spotify,False,275986,81,0.585,-4.603,174.034,0.00906,0.828,0.584,0.0426,0.124,"['barbadian pop', 'pop', 'urban contemporary']",2000
Linkin Park,What I've Done,Spotify,False,205226,81,0.627,-4.882,120.092,0.0092,0.935,0.287,0.147,0.0324,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000
Lady Gaga,Poker Face,Spotify,False,237200,81,0.851,-4.618,119.001,0.119,0.806,0.774,0.121,0.0787,"['art pop', 'dance pop', 'pop']",2000
50 Cent,In Da Club,Spotify,True,193466,81,0.899,-2.752,90.051,0.255,0.713,0.777,0.0708,0.366,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop']",2000
Britney Spears,Gimme More,Spotify,False,251240,80,0.788,-3.131,113.324,0.25,0.844,0.382,0.0723,0.0334,"['dance pop', 'pop']",2000
Franz Ferdinand,Take Me Out,Spotify,False,237026,80,0.277,-8.821,104.561,0.000409,0.663,0.527,0.136,0.0377,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock']",2000
Outkast,Ms. Jackson,Spotify,True,270506,81,0.843,-5.946,94.948,0.143,0.806,0.613,0.0771,0.269,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap']",2000
Jimmy Eat World,The Middle,Spotify,False,165853,80,0.643,-5.428,162.152,0.0371,0.849,0.903,0.058,0.0526,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock']",2000
JAY-Z,Empire State Of Mind,Spotify,True,276920,80,0.491,-1.538,173.585,0.0295,0.956,0.811,0.46,0.392,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2000
The Fray,How to Save a Life,Spotify,False,262533,80,0.64,-4.08,122.035,0.269,0.743,0.361,0.101,0.0379,"['neo mellow', 'piano rock', 'pop', 'pop rock']",2000
Black Eyed Peas,I Gotta Feeling,Spotify,False,289133,80,0.744,-6.375,127.966,0.0873,0.766,0.61,0.509,0.0265,"['dance pop', 'pop', 'pop rap']",2000
Dr. Dre,The Next Episode,Spotify,True,161506,80,0.922,-2.429,95.295,0.0281,0.909,0.309,0.0856,0.27,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1990
Rihanna,Don't Stop The Music,Spotify,False,267080,80,0.834,-5.582,122.669,0.0341,0.669,0.547,0.0535,0.0637,"['barbadian pop', 'pop', 'urban contemporary']",2000
Justin Timberlake,SexyBack (feat. Timbaland),Spotify,True,242733,79,0.967,-5.562,117.0,0.0584,0.583,0.964,0.0519,0.0789,"['dance pop', 'pop']",2000
Snow Patrol,Chasing Cars,Spotify,False,267960,79,0.561,-4.53,104.006,0.199,0.595,0.144,0.132,0.0274,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",2000
Flo Rida,Low (feat. T-Pain),Spotify,False,231400,79,0.918,-5.64,128.008,0.0928,0.609,0.304,0.139,0.0791,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2000
Kanye West,Stronger,Spotify,True,311866,79,0.617,-7.858,104.014,0.0056,0.716,0.496,0.408,0.136,"['chicago rap', 'hip hop', 'rap']",2000
Miley Cyrus,Party In The U.S.A.,Spotify,False,202066,79,0.652,-4.667,96.021,0.00112,0.698,0.47,0.0886,0.042,['pop'],2000
USHER,My Boo,Spotify,False,223440,79,0.662,-8.238,86.412,0.257,0.507,0.676,0.0465,0.118,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b']",2000
Eminem,Lose Yourself,Spotify,True,322226,79,0.686,-4.616,171.355,0.00921,0.735,0.0596,0.342,0.264,"['detroit hip hop', 'hip hop', 'rap']",2000
Britney Spears,Oops!...I Did It Again,Spotify,False,211160,79,0.751,-5.444,95.053,0.3,0.834,0.894,0.355,0.0437,"['dance pop', 'pop']",2000
Lady Gaga,Just Dance,Spotify,False,241933,79,0.822,-4.541,118.99,0.0264,0.739,0.745,0.181,0.0311,"['art pop', 'dance pop', 'pop']",2000
Creed,One Last Breath,Spotify,False,238240,79,0.386,-5.83,126.602,0.00841,0.677,0.195,0.341,0.0346,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2000
Kendrick Lamar,Alright,Spotify,True,219333,79,0.796,-5.974,110.034,0.0742,0.766,0.558,0.0827,0.238,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2010
Kanye West,Gold Digger,Spotify,True,207626,79,0.629,-5.572,93.034,0.0195,0.696,0.623,0.0554,0.348,"['chicago rap', 'hip hop', 'rap']",2000
50 Cent,Candy Shop,Spotify,True,209106,79,0.613,-7.961,125.18,0.0253,0.574,0.755,0.38,0.467,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop']",2000
Toploader,Dancing in the Moonlight,Spotify,False,232693,79,0.632,-3.463,119.397,0.0624,0.856,0.867,0.347,0.0348,['british alternative rock'],2000
Justin Timberlake,Rock Your Body,Spotify,False,267266,78,0.892,-6.055,100.972,0.201,0.714,0.817,0.0521,0.141,"['dance pop', 'pop']",2000
Eminem,Stan,Spotify,True,404106,79,0.78,-4.325,80.063,0.0371,0.768,0.507,0.518,0.238,"['detroit hip hop', 'hip hop', 'rap']",2000
Sean Paul,Temperature,Spotify,False,218573,78,0.951,-4.675,125.04,0.106,0.6,0.822,0.0712,0.0685,"['dance pop', 'dancehall', 'pop', 'pop rap']",2000
Nelly Furtado,Say It Right,Spotify,False,223080,78,0.871,-6.328,116.946,0.0469,0.871,0.811,0.0543,0.139,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2000
3 Doors Down,Kryptonite,Spotify,False,233933,78,0.545,-5.708,99.005,0.00664,0.865,0.543,0.168,0.0286,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2000
Rihanna,Disturbia,Spotify,False,238626,78,0.707,-4.509,124.921,0.0861,0.814,0.717,0.168,0.0577,"['barbadian pop', 'pop', 'urban contemporary']",2000
MGMT,Electric Feel,Spotify,False,229640,78,0.763,-3.713,103.04,0.0709,0.803,0.561,0.348,0.0351,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",2000
Destiny's Child,Say My Name,Spotify,False,271333,78,0.713,-3.525,138.009,0.273,0.678,0.734,0.149,0.102,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",1990
The Game,Hate It Or Love It,Spotify,True,206400,78,0.802,-4.781,99.998,0.14,0.785,0.435,0.123,0.207,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2000
Mary J. Blige,Family Affair,Spotify,False,265866,78,0.911,-3.75,92.887,0.133,0.551,0.969,0.0863,0.045,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2000
Rihanna,Pon de Replay,Spotify,False,246960,78,0.779,-8.415,99.017,0.000155,0.64,0.499,0.101,0.159,"['barbadian pop', 'pop', 'urban contemporary']",2000
Sean Kingston,Beautiful Girls,Spotify,False,225373,77,0.762,-6.075,130.009,0.15,0.661,0.769,0.256,0.0687,"['dance pop', 'miami hip hop', 'pop']",2000
Dr. Dre,Forgot About Dre,Spotify,True,222293,78,0.924,-1.299,133.974,0.0827,0.74,0.621,0.163,0.0774,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1990
Flo Rida,Right Round,Spotify,False,204640,77,0.72,-6.852,124.986,0.009,0.672,0.705,0.232,0.0551,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2000
Fall Out Boy,Thnks fr th Mmrs,Spotify,False,203506,77,0.46,-5.046,154.844,0.0051,0.892,0.59,0.106,0.0619,"['emo', 'modern rock', 'pop', 'rock']",2000
Empire Of The Sun,Walking On A Dream,Spotify,False,198440,77,0.871,-5.594,126.975,0.257,0.701,0.716,0.0589,0.0458,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",2000
